plot,year,block,rate,PD,stage,diameter,height,who
502E,2023,5,3,Early,45,3.06,63.5,noelle
502E,2023,5,3,Early,45,3.46,58.42,noelle
502E,2023,5,3,Early,45,3.1,55.88,noelle
502E,2023,5,3,Early,45,3.31,52.07,noelle
502E,2023,5,3,Early,43,3.5,63.5,noelle
502E,2023,5,3,Early,43,3.65,63.5,noelle
502E,2023,5,3,Early,43,2.32,60.96,noelle
502E,2023,5,3,Early,43,3.28,60.96,noelle
502E,2023,5,3,Early,43,2.82,58.42,noelle
502E,2023,5,3,Early,43,2.52,57.15,noelle
502E,2023,5,3,Early,43,3.36,55.88,noelle
502E,2023,5,3,Early,43,2.78,54.61,noelle
502E,2023,5,3,Early,43,3.13,54.61,noelle
502E,2023,5,3,Early,43,2,53.34,noelle
502E,2023,5,3,Early,43,2.73,53.34,noelle
502E,2023,5,3,Early,43,3.38,53.34,noelle
502E,2023,5,3,Early,43,2.66,50.8,noelle
502E,2023,5,3,Early,43,2.78,49.53,noelle
502E,2023,5,3,Early,43,1.94,48.26,noelle
502E,2023,5,3,Early,43,3.02,48.26,noelle
502E,2023,5,3,Early,43,1.73,46.99,noelle
502E,2023,5,3,Early,43,2.29,40.132,noelle
502E,2023,5,3,Early,43,1.77,38.1,noelle
502E,2023,5,3,Early,43,1.47,35.56,noelle
502E,2023,5,3,Early,43,1.7,33.02,noelle
502E,2023,5,3,Early,43,2,29.21,noelle
502E,2023,5,3,Early,41,3.06,55.88,noelle
502E,2023,5,3,Early,41,2.16,53.34,noelle
502E,2023,5,3,Early,41,2.39,52.07,noelle
502E,2023,5,3,Early,41,3.17,50.8,noelle
502E,2023,5,3,Early,41,2.18,48.26,noelle
502E,2023,5,3,Early,41,2.58,48.26,noelle
502E,2023,5,3,Early,41,2.65,48.26,noelle
502E,2023,5,3,Early,41,2.01,46.99,noelle
502E,2023,5,3,Early,41,2.66,46.99,noelle
502E,2023,5,3,Early,41,2.72,46.99,noelle
502E,2023,5,3,Early,41,2.27,45.72,noelle
502E,2023,5,3,Early,41,2.59,45.72,noelle
502E,2023,5,3,Early,41,2.32,44.45,noelle
502E,2023,5,3,Early,41,1.54,43.18,noelle
502E,2023,5,3,Early,41,1.64,36.83,noelle
502E,2023,5,3,Early,41,1.23,33.02,noelle
502E,2023,5,3,Early,41,2.41,27.94,noelle
502E,2023,5,3,Early,41,1.72,26.67,noelle
502E,2023,5,3,Early,41,0.85,25.4,noelle
502E,2023,5,3,Early,39,4.06,62.23,noelle
502E,2023,5,3,Early,39,3.35,59.69,noelle
502E,2023,5,3,Early,39,2.77,55.88,noelle
502E,2023,5,3,Early,39,3.52,55.88,noelle
502E,2023,5,3,Early,39,2.68,52.07,noelle
502E,2023,5,3,Early,39,2.91,49.53,noelle
502E,2023,5,3,Early,39,2.76,48.26,noelle
502E,2023,5,3,Early,39,2.39,46.99,noelle
502E,2023,5,3,Early,39,1.9,45.72,noelle
502E,2023,5,3,Early,39,2.23,45.72,noelle
502E,2023,5,3,Early,39,2.09,44.45,noelle
502E,2023,5,3,Early,39,1.84,43.18,noelle
502E,2023,5,3,Early,39,1.63,36.83,noelle
502E,2023,5,3,Early,39,1.24,31.75,noelle
502E,2023,5,3,Early,39,2.12,31.75,noelle
502E,2023,5,3,Early,39,1.5,30.48,noelle
502E,2023,5,3,Early,39,2.66,26.67,noelle
502E,2023,5,3,Early,39,1.25,25.4,noelle
502E,2023,5,3,Early,39,1.71,24.13,noelle
502E,2023,5,3,Early,37,2.69,52.07,noelle
502E,2023,5,3,Early,37,2.88,50.8,noelle
502E,2023,5,3,Early,37,2.17,46.99,noelle
502E,2023,5,3,Early,37,2.61,46.99,noelle
502E,2023,5,3,Early,37,2.68,46.99,noelle
502E,2023,5,3,Early,37,2.15,45.72,noelle
502E,2023,5,3,Early,37,2.17,45.72,noelle
502E,2023,5,3,Early,37,2.67,44.45,noelle
502E,2023,5,3,Early,37,2.74,43.18,noelle
502E,2023,5,3,Early,37,2.58,41.91,noelle
502E,2023,5,3,Early,37,1.91,34.29,noelle
502E,2023,5,3,Early,37,1.42,33.02,noelle
502E,2023,5,3,Early,37,1.75,33.02,noelle
502E,2023,5,3,Early,37,1.92,33.02,noelle
502E,2023,5,3,Early,37,1.48,31.75,noelle
502E,2023,5,3,Early,37,1.17,22.86,noelle
502E,2023,5,3,Early,37,0.45,21.59,noelle
502E,2023,5,3,Early,35,2.99,54.61,noelle
502E,2023,5,3,Early,35,2.51,48.26,noelle
502E,2023,5,3,Early,35,3.04,45.72,noelle
502E,2023,5,3,Early,35,2.3,44.45,noelle
502E,2023,5,3,Early,35,1.96,43.18,noelle
502E,2023,5,3,Early,35,2.52,43.18,noelle
502E,2023,5,3,Early,35,2.37,39.37,noelle
502E,2023,5,3,Early,35,1.69,38.1,noelle
502E,2023,5,3,Early,35,1.67,36.83,noelle
502E,2023,5,3,Early,35,2.11,35.56,noelle
502E,2023,5,3,Early,35,2.08,31.75,noelle
502E,2023,5,3,Early,35,1.68,29.21,noelle
502E,2023,5,3,Early,35,na,25.4,noelle
502E,2023,5,3,Early,33,na,16.51,noelle
502E,2023,5,3,Early,31,0.98,27.94,noelle
502E,2023,5,3,Early,31,na,22.86,noelle
502E,2023,5,3,Early,31,na,21.59,noelle
502E,2023,5,3,Early,31,na,21.59,noelle
502E,2023,5,3,Early,31,na,20.32,noelle
502E,2023,5,3,Early,31,na,20.32,noelle
502E,2023,5,3,Early,31,na,19.05,noelle
502E,2023,5,3,Early,31,na,19.05,noelle
502E,2023,5,3,Early,31,na,16.51,noelle
502E,2023,5,3,Early,31,na,16.51,noelle
502E,2023,5,3,Early,25,na,20.32,noelle
502E,2023,5,3,Early,25,na,19.05,noelle
502E,2023,5,3,Early,25,na,19.05,noelle
502E,2023,5,3,Early,25,na,17.78,noelle
502E,2023,5,3,Early,25,na,17.78,noelle
502E,2023,5,3,Early,25,na,16.51,noelle
502E,2023,5,3,Early,25,na,16.51,noelle
502E,2023,5,3,Early,25,na,15.24,noelle
502E,2023,5,3,Early,25,na,15.24,noelle
502E,2023,5,3,Early,25,na,13.97,noelle
502E,2023,5,3,Early,25,na,13.97,noelle
502E,2023,5,3,Early,25,na,13.97,noelle
502E,2023,5,3,Early,25,na,12.7,noelle
502E,2023,5,3,Early,25,na,12.7,noelle
502E,2023,5,3,Early,25,na,10.16,noelle
502E,2023,5,3,Early,15,na,19.05,noelle
502E,2023,5,3,Early,15,na,19.05,noelle
502E,2023,5,3,Early,15,na,17.78,noelle
502E,2023,5,3,Early,15,na,17.78,noelle
502E,2023,5,3,Early,15,na,17.78,noelle
502E,2023,5,3,Early,15,na,16.51,noelle
502E,2023,5,3,Early,15,na,16.51,noelle
502E,2023,5,3,Early,15,na,16.51,noelle
502E,2023,5,3,Early,15,na,16.51,noelle
502E,2023,5,3,Early,15,na,16.51,noelle
502E,2023,5,3,Early,15,na,15.24,noelle
502E,2023,5,3,Early,15,na,15.24,noelle
502E,2023,5,3,Early,15,na,15.24,noelle
502E,2023,5,3,Early,15,na,15.24,noelle
502E,2023,5,3,Early,15,na,15.24,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,13.97,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,12.7,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,11.43,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,10.16,noelle
502E,2023,5,3,Early,15,na,8.89,noelle
502E,2023,5,3,Early,15,na,8.89,noelle
502E,2023,5,3,Early,15,na,8.89,noelle
502E,2023,5,3,Early,15,na,8.89,noelle
502E,2023,5,3,Early,15,na,8.89,noelle
502E,2023,5,3,Early,15,na,7.62,noelle
503E,2023,5,0,Early,43,3.08,58.42,Laurel
503E,2023,5,0,Early,43,3.2,57.15,Laurel
503E,2023,5,0,Early,43,2.41,50.8,Laurel
503E,2023,5,0,Early,43,2.25,49.53,Laurel
503E,2023,5,0,Early,43,2.35,46.99,Laurel
503E,2023,5,0,Early,43,2.62,45.72,Laurel
503E,2023,5,0,Early,43,1.76,43.18,Laurel
503E,2023,5,0,Early,43,1.58,31.75,Laurel
503E,2023,5,0,Early,43,na,10.16,Laurel
503E,2023,5,0,Early,42,na,10.16,Laurel
503E,2023,5,0,Early,41,3.02,60.96,Laurel
503E,2023,5,0,Early,41,3.09,59.69,Laurel
503E,2023,5,0,Early,41,2.65,54.61,Laurel
503E,2023,5,0,Early,41,3.09,53.34,Laurel
503E,2023,5,0,Early,41,2.57,50.8,Laurel
503E,2023,5,0,Early,41,2.47,49.53,Laurel
503E,2023,5,0,Early,41,2.92,49.53,Laurel
503E,2023,5,0,Early,41,2.46,48.26,Laurel
503E,2023,5,0,Early,41,3.52,48.26,Laurel
503E,2023,5,0,Early,41,2.42,45.72,Laurel
503E,2023,5,0,Early,41,2.05,43.18,Laurel
503E,2023,5,0,Early,41,2.03,41.91,Laurel
503E,2023,5,0,Early,41,2.14,41.91,Laurel
503E,2023,5,0,Early,41,1.58,39.37,Laurel
503E,2023,5,0,Early,41,1.63,39.37,Laurel
503E,2023,5,0,Early,41,2.3,38.1,Laurel
503E,2023,5,0,Early,41,1.54,36.83,Laurel
503E,2023,5,0,Early,41,1.55,34.29,Laurel
503E,2023,5,0,Early,41,2.04,34.29,Laurel
503E,2023,5,0,Early,41,1.75,29.21,Laurel
503E,2023,5,0,Early,41,0.48,22.86,Laurel
503E,2023,5,0,Early,41,na,13.97,Laurel
503E,2023,5,0,Early,40,na,8.89,Laurel
503E,2023,5,0,Early,39,2,45.72,Laurel
503E,2023,5,0,Early,39,2.64,45.72,Laurel
503E,2023,5,0,Early,39,2.53,43.18,Laurel
503E,2023,5,0,Early,39,1.62,38.1,Laurel
503E,2023,5,0,Early,39,1.85,36.83,Laurel
503E,2023,5,0,Early,39,2.07,34.29,Laurel
503E,2023,5,0,Early,39,1.48,33.02,Laurel
503E,2023,5,0,Early,39,1.41,31.75,Laurel
503E,2023,5,0,Early,39,na,8.89,Laurel
503E,2023,5,0,Early,38,na,8.89,Laurel
503E,2023,5,0,Early,37,3.19,58.42,Laurel
503E,2023,5,0,Early,37,3.17,57.15,Laurel
503E,2023,5,0,Early,37,2.74,54.61,Laurel
503E,2023,5,0,Early,37,3.02,49.53,Laurel
503E,2023,5,0,Early,37,3.04,48.26,Laurel
503E,2023,5,0,Early,37,2.64,46.99,Laurel
503E,2023,5,0,Early,37,2.35,45.72,Laurel
503E,2023,5,0,Early,37,2.39,45.72,Laurel
503E,2023,5,0,Early,37,2.14,44.45,Laurel
503E,2023,5,0,Early,37,2.37,44.45,Laurel
503E,2023,5,0,Early,37,2.63,44.45,Laurel
503E,2023,5,0,Early,37,1.94,41.91,Laurel
503E,2023,5,0,Early,37,2.55,41.91,Laurel
503E,2023,5,0,Early,37,2.88,41.91,Laurel
503E,2023,5,0,Early,37,2.44,40.64,Laurel
503E,2023,5,0,Early,37,1.99,39.37,Laurel
503E,2023,5,0,Early,37,1.53,38.1,Laurel
503E,2023,5,0,Early,37,2.01,38.1,Laurel
503E,2023,5,0,Early,37,2.47,38.1,Laurel
503E,2023,5,0,Early,37,2.61,38.1,Laurel
503E,2023,5,0,Early,37,1.19,36.83,Laurel
503E,2023,5,0,Early,37,2.45,36.83,Laurel
503E,2023,5,0,Early,37,1.34,30.48,Laurel
503E,2023,5,0,Early,37,1.55,30.48,Laurel
503E,2023,5,0,Early,37,1.97,29.21,Laurel
503E,2023,5,0,Early,37,1.82,26.67,Laurel
503E,2023,5,0,Early,37,0.96,22.86,Laurel
503E,2023,5,0,Early,37,na,10.16,Laurel
503E,2023,5,0,Early,37,na,10.16,Laurel
503E,2023,5,0,Early,36,na,8.89,Laurel
503E,2023,5,0,Early,35,3.09,54.61,Laurel
503E,2023,5,0,Early,35,2.74,43.18,Laurel
503E,2023,5,0,Early,35,2.46,40.64,Laurel
503E,2023,5,0,Early,35,2.77,40.64,Laurel
503E,2023,5,0,Early,35,1.72,36.83,Laurel
503E,2023,5,0,Early,35,1.61,33.02,Laurel
503E,2023,5,0,Early,35,1.98,33.02,Laurel
503E,2023,5,0,Early,35,1.57,20.32,Laurel
503E,2023,5,0,Early,35,na,10.16,Laurel
503E,2023,5,0,Early,34,na,7.62,Laurel
503E,2023,5,0,Early,33,2.82,48.26,Laurel
503E,2023,5,0,Early,33,4.17,45.72,Laurel
503E,2023,5,0,Early,33,1.88,35.56,Laurel
503E,2023,5,0,Early,33,2.6,35.56,Laurel
503E,2023,5,0,Early,33,2.29,34.29,Laurel
503E,2023,5,0,Early,33,1.11,30.48,Laurel
503E,2023,5,0,Early,33,na,27.94,Laurel
503E,2023,5,0,Early,33,1.79,26.67,Laurel
503E,2023,5,0,Early,33,na,8.89,Laurel
503E,2023,5,0,Early,32,na,11.43,Laurel
503E,2023,5,0,Early,31,na,20.32,Laurel
503E,2023,5,0,Early,31,na,20.32,Laurel
503E,2023,5,0,Early,31,na,20.32,Laurel
503E,2023,5,0,Early,31,na,17.78,Laurel
503E,2023,5,0,Early,31,na,8.89,Laurel
503E,2023,5,0,Early,30,na,10.16,Laurel
503E,2023,5,0,Early,29,na,10.16,Laurel
503E,2023,5,0,Early,28,na,10.16,Laurel
503E,2023,5,0,Early,27,na,10.16,Laurel
503E,2023,5,0,Early,26,na,6.35,Laurel
503E,2023,5,0,Early,25,na,30.48,Laurel
503E,2023,5,0,Early,25,na,22.86,Laurel
503E,2023,5,0,Early,25,na,20.32,Laurel
503E,2023,5,0,Early,25,na,20.32,Laurel
503E,2023,5,0,Early,25,na,20.32,Laurel
503E,2023,5,0,Early,25,na,19.05,Laurel
503E,2023,5,0,Early,25,na,17.78,Laurel
503E,2023,5,0,Early,25,na,16.51,Laurel
503E,2023,5,0,Early,25,na,13.97,Laurel
503E,2023,5,0,Early,25,na,8.89,Laurel
503E,2023,5,0,Early,24,na,15.24,Laurel
503E,2023,5,0,Early,23,na,7.62,Laurel
503E,2023,5,0,Early,22,na,12.7,Laurel
503E,2023,5,0,Early,21,na,15.24,Laurel
503E,2023,5,0,Early,20,na,12.7,Laurel
503E,2023,5,0,Early,19,na,10.16,Laurel
503E,2023,5,0,Early,18,na,12.7,Laurel
503E,2023,5,0,Early,17,na,11.43,Laurel
503E,2023,5,0,Early,16,na,10.16,Laurel
503E,2023,5,0,Early,15,na,17.78,Laurel
503E,2023,5,0,Early,15,na,16.51,Laurel
503E,2023,5,0,Early,15,na,16.51,Laurel
503E,2023,5,0,Early,15,na,16.51,Laurel
503E,2023,5,0,Early,15,na,15.24,Laurel
503E,2023,5,0,Early,15,na,15.24,Laurel
503E,2023,5,0,Early,15,na,15.24,Laurel
503E,2023,5,0,Early,15,na,15.24,Laurel
503E,2023,5,0,Early,15,na,15.24,Laurel
503E,2023,5,0,Early,15,na,15.24,Laurel
503E,2023,5,0,Early,15,na,13.97,Laurel
503E,2023,5,0,Early,15,na,13.97,Laurel
503E,2023,5,0,Early,15,na,13.97,Laurel
503E,2023,5,0,Early,15,na,13.97,Laurel
503E,2023,5,0,Early,15,na,12.7,Laurel
503E,2023,5,0,Early,15,na,12.7,Laurel
503E,2023,5,0,Early,15,na,12.7,Laurel
503E,2023,5,0,Early,15,na,12.7,Laurel
503E,2023,5,0,Early,15,na,12.7,Laurel
503E,2023,5,0,Early,15,na,12.7,Laurel
503E,2023,5,0,Early,15,na,12.7,Laurel
503E,2023,5,0,Early,15,na,12.7,Laurel
503E,2023,5,0,Early,15,na,12.7,Laurel
503E,2023,5,0,Early,15,na,11.43,Laurel
503E,2023,5,0,Early,15,na,11.43,Laurel
503E,2023,5,0,Early,15,na,11.43,Laurel
503E,2023,5,0,Early,15,na,11.43,Laurel
503E,2023,5,0,Early,15,na,11.43,Laurel
503E,2023,5,0,Early,15,na,11.43,Laurel
503E,2023,5,0,Early,15,na,11.43,Laurel
503E,2023,5,0,Early,15,na,11.43,Laurel
503E,2023,5,0,Early,15,na,11.43,Laurel
503E,2023,5,0,Early,15,na,10.16,Laurel
503E,2023,5,0,Early,15,na,10.16,Laurel
503E,2023,5,0,Early,15,na,7.62,Laurel
101L,2023,1,3,Late,71,3.24,147.32,Noelle
101L,2023,1,3,Late,71,1.96,132.08,Noelle
101L,2023,1,3,Late,69,3.25,158.75,Noelle
101L,2023,1,3,Late,71,3.32,142.24,Noelle
101L,2023,1,3,Late,71,2.84,148.59,Noelle
101L,2023,1,3,Late,71,4.09,172.72,Noelle
101L,2023,1,3,Late,71,3.38,170.18,Noelle
101L,2023,1,3,Late,71,3.64,165.1,Noelle
101L,2023,1,3,Late,71,2.85,152.4,Noelle
101L,2023,1,3,Late,69,4.51,172.72,Noelle
101L,2023,1,3,Late,71,3.07,140.97,Noelle
101L,2023,1,3,Late,71,2.93,152.4,Noelle
101L,2023,1,3,Late,71,2.08,120.65,Noelle
101L,2023,1,3,Late,71,3,144.78,Noelle
101L,2023,1,3,Late,71,2.29,143.51,Noelle
101L,2023,1,3,Late,71,2.15,127,Noelle
101L,2023,1,3,Late,71,2.97,154.94,Noelle
101L,2023,1,3,Late,71,3.59,165.1,Noelle
101L,2023,1,3,Late,71,3.04,137.16,Noelle
101L,2023,1,3,Late,71,2.98,151.13,Noelle
101L,2023,1,3,Late,69,2.59,157.48,Noelle
101L,2023,1,3,Late,71,2.96,165.1,Noelle
101L,2023,1,3,Late,69,4.07,165.1,Noelle
101L,2023,1,3,Late,71,3.74,162.56,Noelle
101L,2023,1,3,Late,71,3.44,175.26,Noelle
101L,2023,1,3,Late,71,2.69,154.94,Noelle
101L,2023,1,3,Late,71,2.49,143.51,Noelle
101L,2023,1,3,Late,71,2.75,161.29,Noelle
101L,2023,1,3,Late,71,3.31,154.94,Noelle
101L,2023,1,3,Late,71,2.68,130.81,Noelle
101L,2023,1,3,Late,71,2.33,139.7,Noelle
101L,2023,1,3,Late,71,1.48,134.62,Noelle
101L,2023,1,3,Late,71,2.03,116.84,Noelle
101L,2023,1,3,Late,71,3.33,154.94,Noelle
101L,2023,1,3,Late,61,2.36,111.76,Noelle
101L,2023,1,3,Late,71,3.11,130.81,Noelle
101L,2023,1,3,Late,69,2.86,151.13,Noelle
101L,2023,1,3,Late,71,2.52,125.73,Noelle
101L,2023,1,3,Late,71,2.27,138.43,Noelle
101L,2023,1,3,Late,71,3.01,139.7,Noelle
101L,2023,1,3,Late,71,3.42,149.86,Noelle
101L,2023,1,3,Late,71,3.49,149.86,Noelle
101L,2023,1,3,Late,71,3.01,146.05,Noelle
101L,2023,1,3,Late,71,2.7,153.67,Noelle
101L,2023,1,3,Late,69,3.96,158.75,Noelle
101L,2023,1,3,Late,71,2.58,134.62,Noelle
101L,2023,1,3,Late,71,3.07,149.86,Noelle
101L,2023,1,3,Late,69,3.18,144.78,Noelle
101L,2023,1,3,Late,71,3.38,153.67,Noelle
101L,2023,1,3,Late,71,3.38,165.1,Noelle
101L,2023,1,3,Late,65,1.41,118.11,Noelle
101L,2023,1,3,Late,71,2.19,152.4,Noelle
101L,2023,1,3,Late,69,2.34,133.35,Noelle
101L,2023,1,3,Late,71,1.23,91.44,Noelle
101L,2023,1,3,Late,71,2.46,134.62,Noelle
101L,2023,1,3,Late,71,2.44,129.54,Noelle
101L,2023,1,3,Late,65,3.46,147.32,Noelle
101L,2023,1,3,Late,69,3.12,162.56,Noelle
101L,2023,1,3,Late,71,2.88,149.86,Noelle
101L,2023,1,3,Late,71,1.92,129.54,Noelle
101L,2023,1,3,Late,71,3.04,144.78,Noelle
101L,2023,1,3,Late,71,3.99,168.91,Noelle
101L,2023,1,3,Late,71,2.95,134.62,Noelle
101L,2023,1,3,Late,71,2.91,149.86,Noelle
101L,2023,1,3,Late,71,2.77,139.7,Noelle
101L,2023,1,3,Late,71,2.94,147.32,Noelle
101L,2023,1,3,Late,71,2.04,121.92,Noelle
101L,2023,1,3,Late,71,1.82,106.68,Noelle
101L,2023,1,3,Late,71,3.32,143.51,Noelle
101L,2023,1,3,Late,71,2.86,142.24,Noelle
101L,2023,1,3,Late,71,2.27,119.38,Noelle
101L,2023,1,3,Late,71,1.52,139.7,Noelle
101L,2023,1,3,Late,71,2.54,127,Noelle
101L,2023,1,3,Late,71,3.49,166.37,Noelle
101L,2023,1,3,Late,71,1.71,81.28,Noelle
101L,2023,1,3,Late,71,2.98,137.16,Noelle
101L,2023,1,3,Late,71,4.02,157.48,Noelle
101L,2023,1,3,Late,71,2.58,130.81,Noelle
101L,2023,1,3,Late,71,2.14,124.46,Noelle
101L,2023,1,3,Late,71,3.01,132.08,Noelle
101L,2023,1,3,Late,71,2.48,129.54,Noelle
101L,2023,1,3,Late,71,1.58,93.98,Noelle
101L,2023,1,3,Late,71,2.72,127,Noelle
101L,2023,1,3,Late,71,1.57,107.95,Noelle
101L,2023,1,3,Late,71,3.99,167.64,Noelle
101L,2023,1,3,Late,71,3.41,138.43,Noelle
101L,2023,1,3,Late,69,3.42,156.21,Noelle
101L,2023,1,3,Late,71,3.07,137.16,Noelle
101L,2023,1,3,Late,65,2.16,102.87,Noelle
101L,2023,1,3,Late,71,1.09,74.93,Noelle
101L,2023,1,3,Late,71,2.66,129.54,Noelle
101L,2023,1,3,Late,71,3.17,144.78,Noelle
101L,2023,1,3,Late,67,2.22,128.27,Noelle
101L,2023,1,3,Late,71,3.54,148.59,Noelle
101L,2023,1,3,Late,71,2.99,142.24,Noelle
101L,2023,1,3,Late,71,1.37,88.9,Noelle
101L,2023,1,3,Late,71,3.33,135.89,Noelle
101L,2023,1,3,Late,71,2.26,104.14,Noelle
101L,2023,1,3,Late,61,1.33,40.64,Noelle
101L,2023,1,3,Late,71,2.34,109.22,Noelle
101L,2023,1,3,Late,71,2.72,129.54,Noelle
101L,2023,1,3,Late,61,0.52,48.26,Noelle
101L,2023,1,3,Late,65,1.07,58.42,Noelle
102L,2023,1,0,Late,71,1.09,81.28,Laurel
102L,2023,1,0,Late,65,2.68,133.35,Laurel
102L,2023,1,0,Late,69,2.7,129.54,Laurel
102L,2023,1,0,Late,69,1.08,95.25,Laurel
102L,2023,1,0,Late,71,2.81,127,Laurel
102L,2023,1,0,Late,59,2.14,82.55,Laurel
102L,2023,1,0,Late,59,0.15,24.13,Laurel
102L,2023,1,0,Late,59,0.65,40.64,Laurel
102L,2023,1,0,Late,67,2.59,134.62,Laurel
102L,2023,1,0,Late,71,2.39,132.08,Laurel
102L,2023,1,0,Late,71,1.43,88.9,Laurel
102L,2023,1,0,Late,69,1.73,106.68,Laurel
102L,2023,1,0,Late,71,1.35,86.36,Laurel
102L,2023,1,0,Late,63,2.16,119.38,Laurel
102L,2023,1,0,Late,69,1.75,102.87,Laurel
102L,2023,1,0,Late,69,1.78,124.46,Laurel
102L,2023,1,0,Late,71,1.97,106.68,Laurel
102L,2023,1,0,Late,69,2.7,137.16,Laurel
102L,2023,1,0,Late,59,2.18,72.39,Noelle
102L,2023,1,0,Late,71,0.98,91.44,Noelle
102L,2023,1,0,Late,63,1.66,90.17,Noelle
102L,2023,1,0,Late,61,2.71,111.76,Noelle
102L,2023,1,0,Late,63,2.39,114.3,Noelle
102L,2023,1,0,Late,65,1.89,101.6,Noelle
102L,2023,1,0,Late,67,2.48,120.65,Noelle
102L,2023,1,0,Late,71,1.62,104.14,Noelle
102L,2023,1,0,Late,65,2.3,121.92,Noelle
102L,2023,1,0,Late,65,2.35,121.92,Noelle
102L,2023,1,0,Late,71,1.66,99.06,Noelle
102L,2023,1,0,Late,61,1.26,87.63,Noelle
102L,2023,1,0,Late,59,1.1,57.15,Noelle
102L,2023,1,0,Late,59,1.17,60.96,Noelle
102L,2023,1,0,Late,59,1.09,71.12,Noelle
102L,2023,1,0,Late,59,1.24,72.39,Noelle
102L,2023,1,0,Late,61,1.28,63.5,Noelle
102L,2023,1,0,Late,59,0.22,27.94,Noelle
102L,2023,1,0,Late,59,0.31,35.56,Noelle
102L,2023,1,0,Late,61,2.01,110.49,Laurel
102L,2023,1,0,Late,62,1.15,77.47,Laurel
102L,2023,1,0,Late,61,1.15,85.09,Laurel
102L,2023,1,0,Late,69,2.13,121.92,Laurel
102L,2023,1,0,Late,67,0.45,62.23,Laurel
102L,2023,1,0,Late,65,2.05,133.35,Laurel
102L,2023,1,0,Late,67,1.28,85.09,Laurel
102L,2023,1,0,Late,61,0.28,29.21,Laurel
102L,2023,1,0,Late,67,1.87,115.57,Laurel
102L,2023,1,0,Late,65,3.28,156.21,Laurel
102L,2023,1,0,Late,71,2.55,121.92,Laurel
102L,2023,1,0,Late,65,2,129.54,Laurel
102L,2023,1,0,Late,63,1.28,93.98,Laurel
102L,2023,1,0,Late,71,1.89,100.33,Laurel
102L,2023,1,0,Late,65,3.1,130.81,Laurel
102L,2023,1,0,Late,63,2.46,143.51,Laurel
102L,2023,1,0,Late,67,1.26,100.33,Laurel
102L,2023,1,0,Late,67,2.59,129.54,Laurel
102L,2023,1,0,Late,71,1.57,106.68,Laurel
102L,2023,1,0,Late,69,1.07,82.55,Laurel
102L,2023,1,0,Late,67,2.01,129.54,Laurel
102L,2023,1,0,Late,71,1.74,124.46,Laurel
102L,2023,1,0,Late,71,1.57,109.22,Laurel
102L,2023,1,0,Late,69,1.97,99.06,Laurel
102L,2023,1,0,Late,63,1.11,101.6,Laurel
102L,2023,1,0,Late,65,2.13,119.38,Laurel
